fsq_id,categories,closed_bucket,distance,location,name,latitude,longitude
4af30f13f964a52030ea21e3,Bistro,VeryLikelyOpen,786,"1300 Gerrard St E (Greenwood ave), Toronto ON M4L 1Y7",Trattoria Nervosa,43.671324,-79.32719
524c6ea511d207bb0817c28e,Fish and Chips Shop,LikelyOpen,564,"73 Coxwell Ave (Dundas St & Coxwell St), Toronto ON M4L 3B1",Nespresso Boutique Bar,43.668614,-79.317268
4fccaa8fe4b05a98df3d9417,Indian Restaurant,LikelyOpen,93,"1460 Gerrard St E (Coxwell Ave), Toronto ON M4L 2A3",Sam James Coffee Bar,43.67205,-79.322451
5b6c842bc36588002c80a934,Bar,VeryLikelyOpen,194,"1471 Gerrard St E, Toronto ON M4L 2A1",Cafe Landwer,43.672346,-79.320804
5462ac56498e128ccafe8fea,Burger Joint,VeryLikelyOpen,159,"1636 Queen St E (btwn Coxwell Ave. & Kingston Rd.), Toronto ON M4L 1G3",Pizzeria Libretto,43.666763,-79.315564
55fc571f498ec35023360858,Diner,VeryLikelyOpen,183,"1483 Queen St E, Toronto ON M4L 1E2",Cactus Club Cafe,43.665121,-79.321347
4ad69511f964a520e40721e3,Egyptian Restaurant,VeryLikelyOpen,232,"226 Greenwood Ave (Sandford Avenue), Toronto ON M4L 2R2",The Keg Steakhouse + Bar,43.671682,-79.328462
59603f86112c6c70931c9401,Café,VeryLikelyOpen,104,"1347 Queen St E (Knox Aveneue), Toronto ON M4L 1C6",King Taps,43.66388,-79.326107
50322b6ae4b09116a296568c,Pizzeria,VeryLikelyOpen,282,"6 Coxwell Ave (Queen), Toronto ON M4L 3A7",Soho House,43.666623,-79.316861
5c08474447f876002c736b68,Ice Cream Parlor,VeryLikelyOpen,366,"1698 Queen St W, Scarborough ON M6R 1B3",WVRST - Union Station,43.667418,-79.312824
529612de11d2ab526191ccc9,Bistro,VeryLikelyOpen,434,"1300 Gerrard St E (Greenwood ave), Toronto ON M4L 1Y7",Pai,43.671324,-79.32719
