fsq_id,categories,closed_bucket,distance,location,name,latitude,longitude
5a4fdf56772fbc5e9fa73c7f,Fish and Chips Shop,VeryLikelyOpen,392,"73 Coxwell Ave (Dundas St & Coxwell St), Toronto ON M4L 3B1",Chotto Matte,43.668614,-79.317268
4adc5a0bf964a520d12b21e3,Indian Restaurant,LikelyOpen,378,"1460 Gerrard St E (Coxwell Ave), Toronto ON M4L 2A3",The Bagel House,43.67205,-79.322451
5282572111d2f33612220715,Bar,VeryLikelyOpen,720,"1471 Gerrard St E, Toronto ON M4L 2A1",Boxcar Social,43.672346,-79.320804
4b15383bf964a52079a923e3,Burger Joint,VeryLikelyOpen,412,"1636 Queen St E (btwn Coxwell Ave. & Kingston Rd.), Toronto ON M4L 1G3",Capocaccia Cafe,43.666763,-79.315564
52fbfe3411d22ddfbf78fe11,Diner,LikelyOpen,640,"1483 Queen St E, Toronto ON M4L 1E2",Kibo Sushi House,43.665121,-79.321347
5890f70e65be581749d7522e,Egyptian Restaurant,VeryLikelyOpen,621,"226 Greenwood Ave (Sandford Avenue), Toronto ON M4L 2R2",Nutbar,43.671682,-79.328462
51f70ed7498e22ab07725a43,Café,VeryLikelyOpen,910,"1347 Queen St E (Knox Aveneue), Toronto ON M4L 1C6",Terroni,43.66388,-79.326107
52acedc011d2bf5586251c3c,Pizzeria,VeryLikelyOpen,470,"6 Coxwell Ave (Queen), Toronto ON M4L 3A7",Union Social Eatery,43.666623,-79.316861
4ad4c05cf964a5200df620e3,Ice Cream Parlor,VeryLikelyOpen,850,"1698 Queen St W, Scarborough ON M6R 1B3",The Rosedale Diner,43.667418,-79.312824
5a119e738a6f175e860cac17,Bistro,VeryLikelyOpen,483,"1300 Gerrard St E (Greenwood ave), Toronto ON M4L 1Y7",Mary Be Kitchen,43.671324,-79.32719
54137c5d498ecf2e46f9f6fb,Fish and Chips Shop,VeryLikelyOpen,856,"73 Coxwell Ave (Dundas St & Coxwell St), Toronto ON M4L 3B1",Sorrell Restaurant,43.668614,-79.317268
541da101498e3a898ac95032,Indian Restaurant,VeryLikelyOpen,199,"1460 Gerrard St E (Coxwell Ave), Toronto ON M4L 2A3",Outpost Coffee Roasters,43.67205,-79.322451
549a5a35498efecb7e666506,Bar,VeryLikelyOpen,307,"1471 Gerrard St E, Toronto ON M4L 2A1",The Gaslight,43.672346,-79.320804
4c99374b292a6dcb5f72c476,Burger Joint,LikelyOpen,323,"1636 Queen St E (btwn Coxwell Ave. & Kingston Rd.), Toronto ON M4L 1G3",Osaka Sushi Japanese Restaurant,43.666763,-79.315564
52348da911d2fa119be56f12,Diner,LikelyOpen,611,"1483 Queen St E, Toronto ON M4L 1E2",La Cubana,43.665121,-79.321347
4ae35797f964a520bc9321e3,Egyptian Restaurant,VeryLikelyOpen,269,"226 Greenwood Ave (Sandford Avenue), Toronto ON M4L 2R2",King Slice,43.671682,-79.328462
4cb8910976ad9c744951e5cb,Café,Unsure,409,"1347 Queen St E (Knox Aveneue), Toronto ON M4L 1C6",Hula Girl Espresso Boutique,43.66388,-79.326107
4ad8fc3df964a520c31621e3,Pizzeria,VeryLikelyOpen,740,"6 Coxwell Ave (Queen), Toronto ON M4L 3A7",Inter-Ster Restaurant,43.666623,-79.316861
5963b3e52be425495a1ed8a1,Ice Cream Parlor,VeryLikelyOpen,774,"1698 Queen St W, Scarborough ON M6R 1B3",Sugo,43.667418,-79.312824
4e20e9d9e4cdf685918068b5,Bistro,VeryLikelyOpen,672,"1300 Gerrard St E (Greenwood ave), Toronto ON M4L 1Y7",The Mugshot Tavern,43.671324,-79.32719
55ad1c45498ee54a96be5ba6,Fish and Chips Shop,VeryLikelyOpen,987,"73 Coxwell Ave (Dundas St & Coxwell St), Toronto ON M4L 3B1",Mattachioni,43.668614,-79.317268
4ae338e1f964a520e39121e3,Indian Restaurant,VeryLikelyOpen,554,"1460 Gerrard St E (Coxwell Ave), Toronto ON M4L 2A3",Le Select Bistro,43.67205,-79.322451
544fc36c498ea63958331891,Bar,VeryLikelyOpen,638,"1471 Gerrard St E, Toronto ON M4L 2A1",Wilbur Mexicana,43.672346,-79.320804
4af0c5c1f964a5200fdf21e3,Burger Joint,VeryLikelyOpen,687,"1636 Queen St E (btwn Coxwell Ave. & Kingston Rd.), Toronto ON M4L 1G3",Rodney's Oyster House,43.666763,-79.315564
4df796f1aeb7da11e1a974d4,Diner,VeryLikelyOpen,751,"1483 Queen St E, Toronto ON M4L 1E2",SOMA chocolatemaker,43.665121,-79.321347
4b2274c1f964a5200f4724e3,Egyptian Restaurant,VeryLikelyOpen,677,"226 Greenwood Ave (Sandford Avenue), Toronto ON M4L 2R2",Jimmy's Coffee,43.671682,-79.328462
5620d090498e997b0002172e,Café,VeryLikelyOpen,717,"1347 Queen St E (Knox Aveneue), Toronto ON M4L 1C6",Simit & Chai Co,43.66388,-79.326107
570027be498e3f54be8ab8eb,Pizzeria,VeryLikelyOpen,201,"6 Coxwell Ave (Queen), Toronto ON M4L 3A7",Tim Hortons,43.666623,-79.316861
4dcb3ddefa76d745f0514d24,Ice Cream Parlor,VeryLikelyOpen,567,"1698 Queen St W, Scarborough ON M6R 1B3",WVRST,43.667418,-79.312824
5a2f13e28ad62e3cdea5e26f,Bistro,VeryLikelyOpen,693,"1300 Gerrard St E (Greenwood ave), Toronto ON M4L 1Y7",Chubby's Jamaican Kitchen,43.671324,-79.32719
4c10116ace57c928bd4781d2,Fish and Chips Shop,VeryLikelyOpen,726,"73 Coxwell Ave (Dundas St & Coxwell St), Toronto ON M4L 3B1",Beast Restaurant,43.668614,-79.317268
5707bcb9498e709b544e20b2,Indian Restaurant,VeryLikelyOpen,280,"1460 Gerrard St E (Coxwell Ave), Toronto ON M4L 2A3",Her Father's Cider Bar + Kitchen,43.67205,-79.322451
4aec4c24f964a520e9c521e3,Bar,VeryLikelyOpen,263,"1471 Gerrard St E, Toronto ON M4L 2A1",Harbord Bakery Ltd,43.672346,-79.320804
5061dbab498ee603149683e5,Burger Joint,VeryLikelyOpen,617,"1636 Queen St E (btwn Coxwell Ave. & Kingston Rd.), Toronto ON M4L 1G3",Voodoo Child,43.666763,-79.315564
4df15e3c1f6e818dadf7afc0,Diner,VeryLikelyOpen,590,"1483 Queen St E, Toronto ON M4L 1E2",Fresh on Bloor,43.665121,-79.321347
4d13b509e3b5224b14da9143,Egyptian Restaurant,VeryLikelyOpen,566,"226 Greenwood Ave (Sandford Avenue), Toronto ON M4L 2R2",Café Pamenar,43.671682,-79.328462
4b58a308f964a520db6228e3,Café,LikelyOpen,630,"1347 Queen St E (Knox Aveneue), Toronto ON M4L 1C6",Cobs Bread,43.66388,-79.326107
52c5dd8d498e25dee9f19457,Pizzeria,VeryLikelyOpen,726,"6 Coxwell Ave (Queen), Toronto ON M4L 3A7",Ramen Isshin,43.666623,-79.316861
535163cf498ea10a3b9582b5,Ice Cream Parlor,VeryLikelyOpen,754,"1698 Queen St W, Scarborough ON M6R 1B3",Blackbird Baking Co,43.667418,-79.312824
587bc580e786b26b0d586aa3,Bistro,VeryLikelyOpen,732,"1300 Gerrard St E (Greenwood ave), Toronto ON M4L 1Y7",Film Cafe,43.671324,-79.32719
4ad4c05df964a5204cf620e3,Fish and Chips Shop,VeryLikelyOpen,761,"73 Coxwell Ave (Dundas St & Coxwell St), Toronto ON M4L 3B1",Sneaky Dee's,43.668614,-79.317268
55f7090e498ea00cbdb2db1c,Indian Restaurant,VeryLikelyOpen,282,"1460 Gerrard St E (Coxwell Ave), Toronto ON M4L 2A3",TuckShop Kitchen,43.67205,-79.322451
55ad1c45498ee54a96be5ba6,Bar,VeryLikelyOpen,334,"1471 Gerrard St E, Toronto ON M4L 2A1",Mattachioni,43.672346,-79.320804
506f3aa3e4b0b0ed3e1dc405,Burger Joint,VeryLikelyOpen,574,"1636 Queen St E (btwn Coxwell Ave. & Kingston Rd.), Toronto ON M4L 1G3",Indie Alehouse,43.666763,-79.315564
4baebdabf964a520ddd33be3,Diner,LikelyOpen,566,"1483 Queen St E, Toronto ON M4L 1E2",The Hole in the Wall,43.665121,-79.321347
572e0547498ed619e59df508,Egyptian Restaurant,VeryLikelyOpen,685,"226 Greenwood Ave (Sandford Avenue), Toronto ON M4L 2R2",Hale Coffee,43.671682,-79.328462
50829e2ce4b0073ffb077ef8,Café,VeryLikelyOpen,428,"1347 Queen St E (Knox Aveneue), Toronto ON M4L 1C6",Cafe Con Leche,43.66388,-79.326107
4e6149acb993678bb5dae95b,Pizzeria,VeryLikelyOpen,470,"6 Coxwell Ave (Queen), Toronto ON M4L 3A7",Thai Lime,43.666623,-79.316861
5a2a9708ccad6b57983d95e3,Ice Cream Parlor,VeryLikelyOpen,855,"1698 Queen St W, Scarborough ON M6R 1B3",Balzac's Coffee Roasters,43.667418,-79.312824
4bce35a1fb84c9b60272233e,Bistro,LikelyOpen,684,"1300 Gerrard St E (Greenwood ave), Toronto ON M4L 1Y7",Piri-Piri,43.671324,-79.32719
57f06846498e1e1c5bcf3704,Fish and Chips Shop,VeryLikelyOpen,831,"73 Coxwell Ave (Dundas St & Coxwell St), Toronto ON M4L 3B1",Famous Last Words,43.668614,-79.317268
541da101498e3a898ac95032,Indian Restaurant,VeryLikelyOpen,176,"1460 Gerrard St E (Coxwell Ave), Toronto ON M4L 2A3",Outpost Coffee Roasters,43.67205,-79.322451
549a5a35498efecb7e666506,Bar,VeryLikelyOpen,362,"1471 Gerrard St E, Toronto ON M4L 2A1",The Gaslight,43.672346,-79.320804
4c99374b292a6dcb5f72c476,Burger Joint,LikelyOpen,293,"1636 Queen St E (btwn Coxwell Ave. & Kingston Rd.), Toronto ON M4L 1G3",Osaka Sushi Japanese Restaurant,43.666763,-79.315564
4cb8910976ad9c744951e5cb,Diner,Unsure,300,"1483 Queen St E, Toronto ON M4L 1E2",Hula Girl Espresso Boutique,43.665121,-79.321347
4ae35797f964a520bc9321e3,Egyptian Restaurant,VeryLikelyOpen,243,"226 Greenwood Ave (Sandford Avenue), Toronto ON M4L 2R2",King Slice,43.671682,-79.328462
52348da911d2fa119be56f12,Café,LikelyOpen,710,"1347 Queen St E (Knox Aveneue), Toronto ON M4L 1C6",La Cubana,43.66388,-79.326107
4e20e9d9e4cdf685918068b5,Pizzeria,VeryLikelyOpen,636,"6 Coxwell Ave (Queen), Toronto ON M4L 3A7",The Mugshot Tavern,43.666623,-79.316861
572e0547498ed619e59df508,Ice Cream Parlor,VeryLikelyOpen,950,"1698 Queen St W, Scarborough ON M6R 1B3",Hale Coffee,43.667418,-79.312824
55ad1c45498ee54a96be5ba6,Bistro,VeryLikelyOpen,883,"1300 Gerrard St E (Greenwood ave), Toronto ON M4L 1Y7",Mattachioni,43.671324,-79.32719
5963b3e52be425495a1ed8a1,Fish and Chips Shop,VeryLikelyOpen,824,"73 Coxwell Ave (Dundas St & Coxwell St), Toronto ON M4L 3B1",Sugo,43.668614,-79.317268
4d13b509e3b5224b14da9143,Indian Restaurant,VeryLikelyOpen,106,"1460 Gerrard St E (Coxwell Ave), Toronto ON M4L 2A3",Café Pamenar,43.67205,-79.322451
5061dbab498ee603149683e5,Bar,VeryLikelyOpen,195,"1471 Gerrard St E, Toronto ON M4L 2A1",Voodoo Child,43.672346,-79.320804
52c5dd8d498e25dee9f19457,Burger Joint,VeryLikelyOpen,324,"1636 Queen St E (btwn Coxwell Ave. & Kingston Rd.), Toronto ON M4L 1G3",Ramen Isshin,43.666763,-79.315564
587bc580e786b26b0d586aa3,Diner,VeryLikelyOpen,285,"1483 Queen St E, Toronto ON M4L 1E2",Film Cafe,43.665121,-79.321347
535163cf498ea10a3b9582b5,Egyptian Restaurant,VeryLikelyOpen,365,"226 Greenwood Ave (Sandford Avenue), Toronto ON M4L 2R2",Blackbird Baking Co,43.671682,-79.328462
4ae513ebf964a52041a021e3,Café,VeryLikelyOpen,211,"1347 Queen St E (Knox Aveneue), Toronto ON M4L 1C6",Cloak & Dagger Irish Pub,43.66388,-79.326107
55175269498ef06e96eeeb98,Pizzeria,VeryLikelyOpen,117,"6 Coxwell Ave (Queen), Toronto ON M4L 3A7",Trinity Common,43.666623,-79.316861
4ad4c05df964a5204cf620e3,Ice Cream Parlor,VeryLikelyOpen,364,"1698 Queen St W, Scarborough ON M6R 1B3",Sneaky Dee's,43.667418,-79.312824
4aedf32af964a52091d021e3,Bistro,VeryLikelyOpen,364,"1300 Gerrard St E (Greenwood ave), Toronto ON M4L 1Y7",Patty King,43.671324,-79.32719
5d21413d5cbbb20023c57b49,Fish and Chips Shop,VeryLikelyOpen,318,"73 Coxwell Ave (Dundas St & Coxwell St), Toronto ON M4L 3B1",The Little Jerry,43.668614,-79.317268
4b2bd898f964a52042bc24e3,Indian Restaurant,VeryLikelyOpen,16,"1460 Gerrard St E (Coxwell Ave), Toronto ON M4L 2A3",Kinka Izakaya,43.67205,-79.322451
51755dc7498ece19b7261641,Bar,LikelyOpen,280,"1471 Gerrard St E, Toronto ON M4L 2A1",Banh Mi Boys,43.672346,-79.320804
5a81ae339deb7d369fa7f146,Burger Joint,VeryLikelyOpen,425,"1636 Queen St E (btwn Coxwell Ave. & Kingston Rd.), Toronto ON M4L 1G3",Hailed Coffee,43.666763,-79.315564
4ad887d2f964a520111221e3,Diner,VeryLikelyOpen,242,"1483 Queen St E, Toronto ON M4L 1E2",Hair of the Dog,43.665121,-79.321347
5615b6c4498e3c32c67ad78f,Egyptian Restaurant,VeryLikelyOpen,470,"226 Greenwood Ave (Sandford Avenue), Toronto ON M4L 2R2",Blaze Pizza,43.671682,-79.328462
4ab2b0b9f964a520e56b20e3,Café,VeryLikelyOpen,507,"1347 Queen St E (Knox Aveneue), Toronto ON M4L 1C6",The Queen and Beaver Public House,43.66388,-79.326107
537d4d6d498ec171ba22e7fe,Pizzeria,LikelyOpen,584,"6 Coxwell Ave (Queen), Toronto ON M4L 3A7",Jimmy's Coffee,43.666623,-79.316861
4b654efaf964a520aeec2ae3,Ice Cream Parlor,LikelyOpen,386,"1698 Queen St W, Scarborough ON M6R 1B3",Black Eagle,43.667418,-79.312824
4ad4c061f964a52095f720e3,Bistro,VeryLikelyOpen,400,"1300 Gerrard St E (Greenwood ave), Toronto ON M4L 1Y7",Salad King,43.671324,-79.32719
4bb942a7cf2fc9b6596ca002,Fish and Chips Shop,VeryLikelyOpen,676,"73 Coxwell Ave (Dundas St & Coxwell St), Toronto ON M4L 3B1",The Keg Steakhouse & Bar,43.668614,-79.317268
56f6ee66498e7f811a135ddd,Indian Restaurant,VeryLikelyOpen,353,"1460 Gerrard St E (Coxwell Ave), Toronto ON M4L 2A3",Roywoods,43.67205,-79.322451
4c10f2d95a43d13a97d7174b,Bar,VeryLikelyOpen,234,"1471 Gerrard St E, Toronto ON M4L 2A1",Music Garden Cafe,43.672346,-79.320804
53dbf8c1498e8a2753074f94,Burger Joint,VeryLikelyOpen,73,"1636 Queen St E (btwn Coxwell Ave. & Kingston Rd.), Toronto ON M4L 1G3",Touti Gelati and Cafe,43.666763,-79.315564
54490365498e78a9fe510022,Diner,VeryLikelyOpen,322,"1483 Queen St E, Toronto ON M4L 1E2",Starbucks,43.665121,-79.321347
4ae338e1f964a520e39121e3,Egyptian Restaurant,VeryLikelyOpen,798,"226 Greenwood Ave (Sandford Avenue), Toronto ON M4L 2R2",Le Select Bistro,43.671682,-79.328462
4af0c5c1f964a5200fdf21e3,Café,VeryLikelyOpen,939,"1347 Queen St E (Knox Aveneue), Toronto ON M4L 1C6",Rodney's Oyster House,43.66388,-79.326107
4df796f1aeb7da11e1a974d4,Pizzeria,VeryLikelyOpen,977,"6 Coxwell Ave (Queen), Toronto ON M4L 3A7",SOMA chocolatemaker,43.666623,-79.316861
544fc36c498ea63958331891,Ice Cream Parlor,VeryLikelyOpen,959,"1698 Queen St W, Scarborough ON M6R 1B3",Wilbur Mexicana,43.667418,-79.312824
5a95ed89d1a4025c9076ec19,Bistro,VeryLikelyOpen,866,"1300 Gerrard St E (Greenwood ave), Toronto ON M4L 1Y7",Mira Restaurant,43.671324,-79.32719
570027be498e3f54be8ab8eb,Fish and Chips Shop,VeryLikelyOpen,372,"73 Coxwell Ave (Dundas St & Coxwell St), Toronto ON M4L 3B1",Tim Hortons,43.668614,-79.317268
51755dc7498ece19b7261641,Indian Restaurant,LikelyOpen,85,"1460 Gerrard St E (Coxwell Ave), Toronto ON M4L 2A3",Banh Mi Boys,43.67205,-79.322451
5a81ae339deb7d369fa7f146,Bar,VeryLikelyOpen,128,"1471 Gerrard St E, Toronto ON M4L 2A1",Hailed Coffee,43.672346,-79.320804
537d4d6d498ec171ba22e7fe,Burger Joint,LikelyOpen,273,"1636 Queen St E (btwn Coxwell Ave. & Kingston Rd.), Toronto ON M4L 1G3",Jimmy's Coffee,43.666763,-79.315564
4ab2b0b9f964a520e56b20e3,Diner,VeryLikelyOpen,263,"1483 Queen St E, Toronto ON M4L 1E2",The Queen and Beaver Public House,43.665121,-79.321347
4b2bd898f964a52042bc24e3,Egyptian Restaurant,VeryLikelyOpen,324,"226 Greenwood Ave (Sandford Avenue), Toronto ON M4L 2R2",Kinka Izakaya,43.671682,-79.328462
4b32a8bdf964a5202d1125e3,Café,VeryLikelyOpen,229,"1347 Queen St E (Knox Aveneue), Toronto ON M4L 1C6",Barberian's Steak House,43.66388,-79.326107
4ad4c061f964a52095f720e3,Pizzeria,VeryLikelyOpen,258,"6 Coxwell Ave (Queen), Toronto ON M4L 3A7",Salad King,43.666623,-79.316861
5615b6c4498e3c32c67ad78f,Ice Cream Parlor,VeryLikelyOpen,424,"1698 Queen St W, Scarborough ON M6R 1B3",Blaze Pizza,43.667418,-79.312824
5db70a0c306d6b000861ac9f,Bistro,VeryLikelyOpen,249,"1300 Gerrard St E (Greenwood ave), Toronto ON M4L 1Y7",Neo Coffee Bar,43.671324,-79.32719
5064c3dde4b07c5a18986283,Fish and Chips Shop,VeryLikelyOpen,333,"73 Coxwell Ave (Dundas St & Coxwell St), Toronto ON M4L 3B1",Five Guys Burgers & Fries,43.668614,-79.317268
5c08474447f876002c736b68,Indian Restaurant,VeryLikelyOpen,163,"1460 Gerrard St E (Coxwell Ave), Toronto ON M4L 2A3",WVRST - Union Station,43.67205,-79.322451
5a53c6b0b0405614996330c6,Bar,VeryLikelyOpen,322,"1471 Gerrard St E, Toronto ON M4L 2A1",Mos Mos,43.672346,-79.320804
5a4fdf56772fbc5e9fa73c7f,Burger Joint,VeryLikelyOpen,338,"1636 Queen St E (btwn Coxwell Ave. & Kingston Rd.), Toronto ON M4L 1G3",Chotto Matte,43.666763,-79.315564
4c05b0ce5753c92838e739f1,Diner,VeryLikelyOpen,128,"1483 Queen St E, Toronto ON M4L 1E2",RS - Real Sports,43.665121,-79.321347
4c9fbdd77c096dcbfe43e1d1,Egyptian Restaurant,VeryLikelyOpen,160,"226 Greenwood Ave (Sandford Avenue), Toronto ON M4L 2R2",E11Even,43.671682,-79.328462
5669c9fd498e28dcd049abbd,Café,VeryLikelyOpen,107,"1347 Queen St E (Knox Aveneue), Toronto ON M4L 1C6",McCafé,43.66388,-79.326107
5a8f505eb6eedb5c284a78ad,Pizzeria,VeryLikelyOpen,418,"6 Coxwell Ave (Queen), Toronto ON M4L 3A7",Walrus Pub & Beer Hall,43.666623,-79.316861
4ad7b757f964a520ff0d21e3,Ice Cream Parlor,VeryLikelyOpen,255,"1698 Queen St W, Scarborough ON M6R 1B3",Harbour Sixty Steakhouse,43.667418,-79.312824
5b6c842bc36588002c80a934,Bistro,VeryLikelyOpen,691,"1300 Gerrard St E (Greenwood ave), Toronto ON M4L 1Y7",Cafe Landwer,43.671324,-79.32719
4ad4c05df964a5203cf620e3,Fish and Chips Shop,VeryLikelyOpen,224,"73 Coxwell Ave (Dundas St & Coxwell St), Toronto ON M4L 3B1",Library Bar,43.668614,-79.317268
4b17c9f5f964a5202fc823e3,Indian Restaurant,VeryLikelyOpen,121,"1460 Gerrard St E (Coxwell Ave), Toronto ON M4L 2A3",Mr Jerk,43.67205,-79.322451
50e8b903e4b04fa56858ecfe,Bar,VeryLikelyOpen,360,"1471 Gerrard St E, Toronto ON M4L 2A1",Zakkushi,43.672346,-79.320804
4bb942a7cf2fc9b6596ca002,Burger Joint,VeryLikelyOpen,404,"1636 Queen St E (btwn Coxwell Ave. & Kingston Rd.), Toronto ON M4L 1G3",The Keg Steakhouse & Bar,43.666763,-79.315564
4ae4a9baf964a520e69c21e3,Diner,VeryLikelyOpen,315,"1483 Queen St E, Toronto ON M4L 1E2",Chew Chew's Diner,43.665121,-79.321347
4add3b20f964a520b16421e3,Egyptian Restaurant,VeryLikelyOpen,525,"226 Greenwood Ave (Sandford Avenue), Toronto ON M4L 2R2",House on Parliament,43.671682,-79.328462
4c4db6cd0d90b713fc298f78,Café,VeryLikelyOpen,218,"1347 Queen St E (Knox Aveneue), Toronto ON M4L 1C6",Red Rocket Coffee,43.66388,-79.326107
4d2ba482068e8cfa15e7e44c,Pizzeria,VeryLikelyOpen,432,"6 Coxwell Ave (Queen), Toronto ON M4L 3A7",Stout Irish Pub,43.666623,-79.316861
5bd2379cbcbf7a0039a2d7b9,Ice Cream Parlor,VeryLikelyOpen,667,"1698 Queen St W, Scarborough ON M6R 1B3",Storm Crow Manor,43.667418,-79.312824
4c3069603896e21eb882e590,Bistro,VeryLikelyOpen,544,"1300 Gerrard St E (Greenwood ave), Toronto ON M4L 1Y7",Golden Greek,43.671324,-79.32719
4b2bd898f964a52042bc24e3,Fish and Chips Shop,VeryLikelyOpen,769,"73 Coxwell Ave (Dundas St & Coxwell St), Toronto ON M4L 3B1",Kinka Izakaya,43.668614,-79.317268
4ae338e1f964a520e39121e3,Indian Restaurant,VeryLikelyOpen,483,"1460 Gerrard St E (Coxwell Ave), Toronto ON M4L 2A3",Le Select Bistro,43.67205,-79.322451
54490365498e78a9fe510022,Bar,VeryLikelyOpen,277,"1471 Gerrard St E, Toronto ON M4L 2A1",Starbucks,43.672346,-79.320804
4df796f1aeb7da11e1a974d4,Burger Joint,VeryLikelyOpen,612,"1636 Queen St E (btwn Coxwell Ave. & Kingston Rd.), Toronto ON M4L 1G3",SOMA chocolatemaker,43.666763,-79.315564
4af0c5c1f964a5200fdf21e3,Diner,VeryLikelyOpen,603,"1483 Queen St E, Toronto ON M4L 1E2",Rodney's Oyster House,43.665121,-79.321347
4c10f2d95a43d13a97d7174b,Egyptian Restaurant,VeryLikelyOpen,300,"226 Greenwood Ave (Sandford Avenue), Toronto ON M4L 2R2",Music Garden Cafe,43.671682,-79.328462
4fcc0dd177167574f0de38d5,Café,VeryLikelyOpen,610,"1347 Queen St E (Knox Aveneue), Toronto ON M4L 1C6",Bar Hop,43.66388,-79.326107
544fc36c498ea63958331891,Pizzeria,VeryLikelyOpen,695,"6 Coxwell Ave (Queen), Toronto ON M4L 3A7",Wilbur Mexicana,43.666623,-79.316861
4b2274c1f964a5200f4724e3,Ice Cream Parlor,VeryLikelyOpen,805,"1698 Queen St W, Scarborough ON M6R 1B3",Jimmy's Coffee,43.667418,-79.312824
53ad5d32498ef536312ed650,Bistro,VeryLikelyOpen,35,"1300 Gerrard St E (Greenwood ave), Toronto ON M4L 1Y7",Starbucks,43.671324,-79.32719
529612de11d2ab526191ccc9,Fish and Chips Shop,VeryLikelyOpen,945,"73 Coxwell Ave (Dundas St & Coxwell St), Toronto ON M4L 3B1",Pai,43.668614,-79.317268
587bc580e786b26b0d586aa3,Indian Restaurant,VeryLikelyOpen,158,"1460 Gerrard St E (Coxwell Ave), Toronto ON M4L 2A3",Film Cafe,43.67205,-79.322451
4d13b509e3b5224b14da9143,Bar,VeryLikelyOpen,336,"1471 Gerrard St E, Toronto ON M4L 2A1",Café Pamenar,43.672346,-79.320804
5830bf495d6ec631f622902f,Burger Joint,VeryLikelyOpen,168,"1636 Queen St E (btwn Coxwell Ave. & Kingston Rd.), Toronto ON M4L 1G3",Little Pebbles,43.666763,-79.315564
5061dbab498ee603149683e5,Diner,VeryLikelyOpen,467,"1483 Queen St E, Toronto ON M4L 1E2",Voodoo Child,43.665121,-79.321347
4ff222e6582f33c0ee007ba7,Egyptian Restaurant,VeryLikelyOpen,100,"226 Greenwood Ave (Sandford Avenue), Toronto ON M4L 2R2",Handlebar,43.671682,-79.328462
52c5dd8d498e25dee9f19457,Café,VeryLikelyOpen,522,"1347 Queen St E (Knox Aveneue), Toronto ON M4L 1C6",Ramen Isshin,43.66388,-79.326107
4ad4c05df964a5204cf620e3,Pizzeria,VeryLikelyOpen,544,"6 Coxwell Ave (Queen), Toronto ON M4L 3A7",Sneaky Dee's,43.666623,-79.316861
5b233c5595d986002c9e8788,Ice Cream Parlor,VeryLikelyOpen,646,"1698 Queen St W, Scarborough ON M6R 1B3",Drom Taberna,43.667418,-79.312824
4edeae9d61af80fe89aa3f54,Bistro,VeryLikelyOpen,687,"1300 Gerrard St E (Greenwood ave), Toronto ON M4L 1Y7",Banh Mi Boys,43.671324,-79.32719
55175269498ef06e96eeeb98,Fish and Chips Shop,VeryLikelyOpen,325,"73 Coxwell Ave (Dundas St & Coxwell St), Toronto ON M4L 3B1",Trinity Common,43.668614,-79.317268
5963b3e52be425495a1ed8a1,Indian Restaurant,VeryLikelyOpen,509,"1460 Gerrard St E (Coxwell Ave), Toronto ON M4L 2A3",Sugo,43.67205,-79.322451
51572dc9e4b0b5f7ce9d0e13,Bar,VeryLikelyOpen,687,"1471 Gerrard St E, Toronto ON M4L 2A1",Takht-e Tavoos,43.672346,-79.320804
55208e01498e31eeac5ff582,Burger Joint,VeryLikelyOpen,685,"1636 Queen St E (btwn Coxwell Ave. & Kingston Rd.), Toronto ON M4L 1G3",Burdock,43.666763,-79.315564
549a5a35498efecb7e666506,Diner,VeryLikelyOpen,655,"1483 Queen St E, Toronto ON M4L 1E2",The Gaslight,43.665121,-79.321347
4c0003d7f61ea593c529eb13,Egyptian Restaurant,LikelyOpen,615,"226 Greenwood Ave (Sandford Avenue), Toronto ON M4L 2R2",Linh Restaurant,43.671682,-79.328462
52348da911d2fa119be56f12,Café,LikelyOpen,833,"1347 Queen St E (Knox Aveneue), Toronto ON M4L 1C6",La Cubana,43.66388,-79.326107
4ad8fc3df964a520c31621e3,Pizzeria,VeryLikelyOpen,849,"6 Coxwell Ave (Queen), Toronto ON M4L 3A7",Inter-Ster Restaurant,43.666623,-79.316861
4ada24e2f964a5200d1f21e3,Ice Cream Parlor,Unsure,849,"1698 Queen St W, Scarborough ON M6R 1B3",Arabesque Middle Eastern Foods,43.667418,-79.312824
4da50b29a86ed93def2fb1d9,Bistro,VeryLikelyOpen,923,"1300 Gerrard St E (Greenwood ave), Toronto ON M4L 1Y7",Barque Smokehouse,43.671324,-79.32719
4f5cbe6fe4b01219ac4fbaff,Fish and Chips Shop,Unsure,763,"73 Coxwell Ave (Dundas St & Coxwell St), Toronto ON M4L 3B1",Sunny Joes,43.668614,-79.317268
4f5cbe6fe4b01219ac4fbaff,Indian Restaurant,Unsure,402,"1460 Gerrard St E (Coxwell Ave), Toronto ON M4L 2A3",Sunny Joes,43.67205,-79.322451
4da50b29a86ed93def2fb1d9,Bar,VeryLikelyOpen,607,"1471 Gerrard St E, Toronto ON M4L 2A1",Barque Smokehouse,43.672346,-79.320804
4ad8fc3df964a520c31621e3,Burger Joint,VeryLikelyOpen,594,"1636 Queen St E (btwn Coxwell Ave. & Kingston Rd.), Toronto ON M4L 1G3",Inter-Ster Restaurant,43.666763,-79.315564
52348da911d2fa119be56f12,Diner,LikelyOpen,631,"1483 Queen St E, Toronto ON M4L 1E2",La Cubana,43.665121,-79.321347
525714e411d224022aaeb01e,Egyptian Restaurant,VeryLikelyOpen,500,"226 Greenwood Ave (Sandford Avenue), Toronto ON M4L 2R2",I Deal Coffee,43.671682,-79.328462
